PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,SEASON
1630639,A.J. Lawson,1610612742,DAL,42,310.9,2023-24
1631260,AJ Green,1610612749,MIL,56,614.2816666666666,2023-24
1631100,AJ Griffin,1610612737,ATL,20,170.73,2023-24
203932,Aaron Gordon,1610612743,DEN,73,2296.81,2023-24
1628988,Aaron Holiday,1610612745,HOU,78,1269.2966666666666,2023-24
1630174,Aaron Nesmith,1610612754,IND,72,1994.655,2023-24
1630598,Aaron Wiggins,1610612760,OKC,78,1227.9383333333333,2023-24
1641745,Adam Flagler,1610612760,OKC,2,14.016666666666667,2023-24
1641766,Adama Sanogo,1610612741,CHI,9,65.76166666666667,2023-24
1629678,Admiral Schofield,1610612753,ORL,23,84.35833333333333,2023-24
201143,Al Horford,1610612738,BOS,65,1739.7966666666666,2023-24
202692,Alec Burks,1610612752,NYK,66,1211.545,2023-24
1630197,Aleksej Pokusevski,1610612766,CHA,28,405.3833333333333,2023-24
1627936,Alex Caruso,1610612741,CHI,71,2040.3433333333332,2023-24
1641788,Alex Fudge,1610612742,DAL,6,40.21666666666667,2023-24
203458,Alex Len,1610612758,SAC,48,444.245,2023-24
1631214,Alondes Williams,1610612748,MIA,7,15.595,2023-24
1630578,Alperen Sengun,1610612745,HOU,63,2045.635,2023-24
1641735,Amari Bailey,1610612766,CHA,10,64.63333333333334,2023-24
1641708,Amen Thompson,1610612745,HOU,62,1388.5316666666668,2023-24
1629599,Amir Coffey,1610612746,LAC,70,1460.5966666666666,2023-24
203083,Andre Drummond,1610612741,CHI,79,1351.2516666666668,2023-24
1641748,Andre Jackson Jr.,1610612749,MIL,57,572.3283333333334,2023-24
1641847,Andrew Funk,1610612741,CHI,5,13.4,2023-24
1629614,Andrew Nembhard,1610612754,IND,68,1696.685,2023-24
203952,Andrew Wiggins,1610612744,GSW,71,1920.4483333333333,2023-24
1629014,Anfernee Simons,1610612757,POR,46,1581.7433333333333,2023-24
1641710,Anthony Black,1610612753,ORL,69,1164.21,2023-24
203076,Anthony Davis,1610612747,LAL,76,2700.2433333333333,2023-24
1630162,Anthony Edwards,1610612750,MIN,79,2770.383333333333,2023-24
1630264,Anthony Gill,1610612764,WAS,50,466.49666666666667,2023-24
1629717,Armoni Brooks,1610612751,BKN,10,104.02333333333333,2023-24
1630204,Ashton Hagans,1610612757,POR,19,315.57166666666666,2023-24
