PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,SEASON
203932,Aaron Gordon,1610612743,DEN,75,2375.4183333333335,2021-22
1630565,Aaron Henry,1610612755,PHI,6,16.983333333333334,2021-22
1628988,Aaron Holiday,1610612756,PHX,63,1020.75,2021-22
1630174,Aaron Nesmith,1610612738,BOS,52,573.8783333333333,2021-22
1630598,Aaron Wiggins,1610612760,OKC,50,1208.75,2021-22
1627846,Abdel Nader,1610612756,PHX,14,145.23833333333334,2021-22
1630278,Ade Murkey,1610612758,SAC,1,1.4666666666666666,2021-22
1629678,Admiral Schofield,1610612753,ORL,38,468.8233333333333,2021-22
1629958,Ahmad Caver,1610612754,IND,1,0.8433333333333334,2021-22
201143,Al Horford,1610612738,BOS,69,2004.7916666666667,2021-22
202692,Alec Burks,1610612752,NYK,81,2317.6766666666667,2021-22
1630758,Aleem Ford,1610612753,ORL,5,73.53,2021-22
1630197,Aleksej Pokusevski,1610612760,OKC,61,1232.705,2021-22
1627936,Alex Caruso,1610612741,CHI,41,1146.8316666666667,2021-22
203458,Alex Len,1610612758,SAC,39,620.2,2021-22
1628035,Alfonzo McKinnie,1610612741,CHI,17,206.31333333333333,2021-22
1628993,Alize Johnson,1610612740,NOP,23,167.22,2021-22
1630578,Alperen Sengun,1610612745,HOU,72,1489.2933333333333,2021-22
1629599,Amir Coffey,1610612746,LAC,69,1567.3666666666666,2021-22
203083,Andre Drummond,1610612751,BKN,73,1436.785,2021-22
2738,Andre Iguodala,1610612744,GSW,31,602.8316666666667,2021-22
203952,Andrew Wiggins,1610612744,GSW,73,2329.5133333333333,2021-22
1629014,Anfernee Simons,1610612757,POR,57,1681.0133333333333,2021-22
203076,Anthony Davis,1610612747,LAL,40,1404.2483333333332,2021-22
1630162,Anthony Edwards,1610612750,MIN,72,2465.9933333333333,2021-22
1630264,Anthony Gill,1610612764,WAS,44,463.4,2021-22
1630237,Anthony Lamb,1610612745,HOU,2,7.683333333333334,2021-22
1629717,Armoni Brooks,1610612761,TOR,54,843.755,2021-22
1629083,Arnoldas Kulboka,1610612766,CHA,2,5.3,2021-22
1630559,Austin Reaves,1610612747,LAL,61,1417.6816666666666,2021-22
203085,Austin Rivers,1610612743,DEN,67,1479.8783333333333,2021-22
202340,Avery Bradley,1610612747,LAL,62,1405.9116666666666,2021-22
1630245,Ayo Dosunmu,1610612741,CHI,77,2109.641666666667,2021-22
1629168,BJ Johnson,1610612753,ORL,4,64.595,2021-22
1628389,Bam Adebayo,1610612748,MIA,56,1825.2616666666668,2021-22
203463,Ben McLemore,1610612757,POR,64,1284.885,2021-22
202687,Bismack Biyombo,1610612756,PHX,36,505.89666666666665,2021-22
201933,Blake Griffin,1610612751,BKN,56,958.085,2021-22
1626246,Boban Marjanović,1610612742,DAL,23,127.94333333333333,2021-22
1626171,Bobby Portis,1610612749,MIL,72,2028.34,2021-22
203992,Bogdan Bogdanović,1610612737,ATL,63,1848.54,2021-22
202711,Bojan Bogdanović,1610612762,UTA,69,2131.31,2021-22
1629626,Bol Bol,1610612753,ORL,14,80.84,2021-22
1630538,Bones Hyland,1610612743,DEN,69,1309.8583333333333,2021-22
202954,Brad Wanamaker,1610612764,WAS,23,319.62,2021-22
203078,Bradley Beal,1610612764,WAS,40,1438.95,2021-22
1630527,Brandon Boston,1610612746,LAC,51,760.245,2021-22
1629634,Brandon Clarke,1610612763,MEM,64,1246.0266666666666,2021-22
1629164,Brandon Goodwin,1610612739,CLE,36,501.54,2021-22
1627742,Brandon Ingram,1610612740,NOP,55,1869.1816666666666,2021-22
202688,Brandon Knight,1610612742,DAL,5,64.54166666666667,2021-22
1630314,Brandon Williams,1610612757,POR,24,639.705,2021-22
1630296,Braxton Key,1610612765,DET,11,197.15,2021-22
1630271,Brodric Thomas,1610612738,BOS,12,59.855,2021-22
201572,Brook Lopez,1610612749,MIL,13,298.4066666666667,2021-22
1628971,Bruce Brown,1610612751,BKN,72,1773.9616666666666,2021-22
1628981,Bruno Fernando,1610612745,HOU,30,152.58,2021-22
1627854,Bryn Forbes,1610612743,DEN,75,1285.8783333333333,2021-22
1627741,Buddy Hield,1610612754,IND,81,2498.795,2021-22
1629604,CJ Elleby,1610612757,POR,58,1174.4016666666666,2021-22
203468,CJ McCollum,1610612740,NOP,62,2145.08,2021-22
101139,CJ Miles,1610612738,BOS,1,1.95,2021-22
1630595,Cade Cunningham,1610612765,DET,64,2088.055,2021-22
1628997,Caleb Martin,1610612748,MIA,60,1372.1683333333333,2021-22
1629629,Cam Reddish,1610612752,NYK,49,1012.25,2021-22
1630560,Cam Thomas,1610612751,BKN,67,1176.06,2021-22
1629661,Cameron Johnson,1610612756,PHX,66,1729.9733333333334,2021-22
1630787,Cameron McGriff,1610612757,POR,3,45.96666666666667,2021-22
1628419,Cameron Oliver,1610612737,ATL,2,43.3,2021-22
1626166,Cameron Payne,1610612756,PHX,58,1277.5983333333334,2021-22
1627747,Caris LeVert,1610612739,CLE,58,1780.3733333333332,2021-22
1630637,Carlik Jones,1610612743,DEN,5,23.258333333333333,2021-22
2546,Carmelo Anthony,1610612747,LAL,69,1793.19,2021-22
1629035,Carsen Edwards,1610612765,DET,4,79.16666666666667,2021-22
1630199,Cassius Stanley,1610612765,DET,9,155.0,2021-22
1630216,Cassius Winston,1610612764,WAS,7,38.995,2021-22
1627760,Cat Barber,1610612737,ATL,3,12.85,2021-22
1626224,Cedi Osman,1610612739,CLE,66,1461.745,2021-22
1628990,Chandler Hutchison,1610612756,PHX,6,22.376666666666665,2021-22
1629646,Charles Bassey,1610612755,PHI,23,167.86,2021-22
1629718,Charlie Brown Jr.,1610612755,PHI,22,177.7,2021-22
1630602,Chaundee Brown Jr.,1610612737,ATL,5,103.65833333333333,2021-22
1627767,Cheick Diallo,1610612765,DET,3,30.633333333333333,2021-22
1629002,Chimezie Metu,1610612758,SAC,60,1278.7416666666666,2021-22
1628449,Chris Boucher,1610612761,TOR,80,1690.1116666666667,2021-22
1629185,Chris Chiozza,1610612744,GSW,34,371.8833333333333,2021-22
1630537,Chris Duarte,1610612754,IND,55,1540.8266666666666,2021-22
101108,Chris Paul,1610612756,PHX,65,2138.9583333333335,2021-22
1629735,Chris Silva,1610612748,MIA,10,91.16166666666666,2021-22
1626174,Christian Wood,1610612745,HOU,68,2093.6266666666666,2021-22
1629643,Chuma Okeke,1610612753,ORL,70,1748.825,2021-22
203991,Clint Capela,1610612737,ATL,74,2041.53,2021-22
1629632,Coby White,1610612741,CHI,61,1674.9266666666667,2021-22
1628998,Cody Martin,1610612766,CHA,71,1865.6183333333333,2021-22
203469,Cody Zeller,1610612757,POR,27,354.535,2021-22
1630175,Cole Anthony,1610612753,ORL,65,2059.3983333333335,2021-22
1629012,Collin Sexton,1610612739,CLE,11,316.44166666666666,2021-22
1630557,Corey Kispert,1610612764,WAS,77,1801.0583333333334,2021-22
202709,Cory Joseph,1610612765,DET,65,1599.8383333333334,2021-22
1628591,Craig Sword,1610612764,WAS,3,18.983333333333334,2021-22
1626156,D'Angelo Russell,1610612750,MIN,65,2076.6116666666667,2021-22
201571,D.J. Augustin,1610612747,LAL,55,883.2283333333334,2021-22
1628391,D.J. Wilson,1610612761,TOR,4,54.075,2021-22
1629610,DaQuan Jeffries,1610612763,MEM,3,8.791666666666666,2021-22
1630227,Daishen Nix,1610612745,HOU,24,261.43,2021-22
1629751,Dakota Mathias,1610612763,MEM,6,16.225,2021-22
1630625,Dalano Banton,1610612761,TOR,64,695.6866666666666,2021-22
1627745,Damian Jones,1610612758,SAC,56,1016.645,2021-22
203081,Damian Lillard,1610612757,POR,29,1056.19,2021-22
1627814,Damion Lee,1610612744,GSW,63,1256.5233333333333,2021-22
1628422,Damyean Dotson,1610612752,NYK,2,20.541666666666668,2021-22
1629655,Daniel Gafford,1610612764,WAS,72,1444.0083333333334,2021-22
1630187,Daniel Oturu,1610612761,TOR,3,27.281666666666666,2021-22
1628464,Daniel Theis,1610612738,BOS,47,977.42,2021-22
201568,Danilo Gallinari,1610612737,ATL,66,1672.0633333333333,2021-22
201980,Danny Green,1610612755,PHI,62,1353.405,2021-22
1627863,Danuel House Jr.,1610612762,UTA,42,726.9833333333333,2021-22
1629647,Darius Bazley,1610612760,OKC,69,1923.9133333333334,2021-22
1629636,Darius Garland,1610612739,CLE,68,2429.9533333333334,2021-22
201954,Darren Collison,1610612747,LAL,3,37.166666666666664,2021-22
1630561,David Duke Jr.,1610612751,BKN,22,341.0733333333333,2021-22
1630525,David Johnson,1610612761,TOR,2,1.985,2021-22
1628021,David Nwaba,1610612745,HOU,46,608.905,2021-22
1630558,Davion Mitchell,1610612758,SAC,75,2075.825,2021-22
1628432,Davon Reed,1610612743,DEN,48,667.8516666666667,2021-22
1630549,Day'Ron Sharpe,1610612751,BKN,32,390.67,2021-22
1628368,De'Aaron Fox,1610612758,SAC,59,2083.455,2021-22
1629631,De'Andre Hunter,1610612737,ATL,53,1577.16,2021-22
1629001,De'Anthony Melton,1610612763,MEM,73,1656.81,2021-22
201599,DeAndre Jordan,1610612755,PHI,48,622.41,2021-22
1627761,DeAndre' Bembry,1610612749,MIL,56,1026.03,2021-22
1630610,DeJon Jarreau,1610612754,IND,1,0.8616666666666667,2021-22
201942,DeMar DeRozan,1610612741,CHI,76,2742.9483333333333,2021-22
202326,DeMarcus Cousins,1610612743,DEN,48,717.225,2021-22
1629731,Dean Wade,1610612739,CLE,51,980.175,2021-22
1629028,Deandre Ayton,1610612756,PHX,58,1712.645,2021-22
1629686,Deividas Sirvydis,1610612765,DET,3,26.615,2021-22
1627749,Dejounte Murray,1610612759,SAS,68,2365.931666666667,2021-22
1626153,Delon Wright,1610612737,ATL,77,1452.5166666666667,2021-22
1630166,Deni Avdija,1610612764,WAS,82,1984.0516666666667,2021-22
203471,Dennis Schröder,1610612745,HOU,64,1837.4833333333333,2021-22
1628372,Dennis Smith Jr.,1610612757,POR,37,638.535,2021-22
1627756,Denzel Valentine,1610612762,UTA,24,221.99666666666667,2021-22
